time,o,h,l,c,volume
2020-01-20T22:58:00.000000000Z,1.10972,1.10972,1.1097,1.1097,2
2020-01-20T22:59:00.000000000Z,1.10972,1.10972,1.10972,1.10972,1
2020-01-20T23:00:00.000000000Z,1.1097,1.1097,1.10944,1.10948,45
2020-01-20T23:01:00.000000000Z,1.1094700000000002,1.10948,1.1094,1.10942,32
2020-01-20T23:02:00.000000000Z,1.10941,1.10944,1.1094,1.10942,8
2020-01-20T23:03:00.000000000Z,1.1094,1.10942,1.10938,1.10938,4
2020-01-20T23:04:00.000000000Z,1.1094,1.10942,1.10937,1.1093899999999999,8
2020-01-20T23:05:00.000000000Z,1.10938,1.10938,1.10938,1.10938,1
2020-01-20T23:07:00.000000000Z,1.1093899999999999,1.10944,1.10938,1.10942,10
2020-01-20T23:09:00.000000000Z,1.10944,1.10944,1.10942,1.10944,3
2020-01-20T23:10:00.000000000Z,1.1094600000000001,1.1094600000000001,1.10942,1.10942,3
2020-01-20T23:11:00.000000000Z,1.10944,1.1094600000000001,1.10944,1.10945,4
2020-01-20T23:12:00.000000000Z,1.1094600000000001,1.1094600000000001,1.1094600000000001,1.1094600000000001,1
2020-01-20T23:13:00.000000000Z,1.10948,1.10948,1.1094700000000002,1.1094700000000002,2
2020-01-20T23:14:00.000000000Z,1.10948,1.1095,1.1094700000000002,1.1095,6
2020-01-20T23:15:00.000000000Z,1.10948,1.10952,1.1094600000000001,1.10952,5
2020-01-20T23:17:00.000000000Z,1.1095,1.1095,1.1095,1.1095,1
2020-01-20T23:22:00.000000000Z,1.10952,1.10952,1.1095,1.1095,2
2020-01-20T23:23:00.000000000Z,1.10948,1.10948,1.1094600000000001,1.1094600000000001,3
2020-01-20T23:25:00.000000000Z,1.1094700000000002,1.10948,1.1094700000000002,1.10948,2
2020-01-20T23:27:00.000000000Z,1.1094600000000001,1.10948,1.1094600000000001,1.10948,2
2020-01-20T23:28:00.000000000Z,1.1094700000000002,1.1094700000000002,1.1094600000000001,1.1094600000000001,2
2020-01-20T23:29:00.000000000Z,1.1094700000000002,1.1095,1.1094600000000001,1.1095,5
2020-01-20T23:30:00.000000000Z,1.10951,1.10956,1.10951,1.10956,4
2020-01-20T23:31:00.000000000Z,1.10954,1.10954,1.1094899999999999,1.1094899999999999,4
2020-01-20T23:33:00.000000000Z,1.1095,1.1095,1.1095,1.1095,1
2020-01-20T23:34:00.000000000Z,1.1094899999999999,1.1094899999999999,1.10948,1.1094899999999999,5
2020-01-20T23:35:00.000000000Z,1.10948,1.1094899999999999,1.10948,1.1094899999999999,2
2020-01-20T23:36:00.000000000Z,1.10948,1.1095,1.10948,1.1094899999999999,4
2020-01-20T23:38:00.000000000Z,1.10948,1.10948,1.1094600000000001,1.10948,7
2020-01-20T23:40:00.000000000Z,1.1095,1.10954,1.1095,1.10954,4
2020-01-20T23:41:00.000000000Z,1.10956,1.1095700000000002,1.10956,1.1095700000000002,2
2020-01-20T23:42:00.000000000Z,1.10958,1.10961,1.10958,1.1096,7
2020-01-20T23:43:00.000000000Z,1.10958,1.10958,1.10958,1.10958,1
2020-01-20T23:47:00.000000000Z,1.10958,1.10958,1.10956,1.10958,5
2020-01-20T23:48:00.000000000Z,1.10956,1.10958,1.10954,1.10954,6
2020-01-20T23:50:00.000000000Z,1.10956,1.1095700000000002,1.10956,1.10956,3
